RegionName,StateName,county_geoid,year,zhvi,median_income,lon,lat,row_id,yhat
Covington County,AL,1039,2012,,35321.0,-86.4512312854242,31.24831674727404,145,79323.27585434401
Covington County,AL,1039,2013,,35869.0,-86.4512312854242,31.24831674727404,146,83441.20877667377
Crenshaw County,AL,1041,2016,,37557.0,-86.31352433278052,31.73125532161335,157,72904.3992048651
Crenshaw County,AL,1041,2018,,39812.0,-86.31352433278052,31.73125532161335,159,86450.52480342751
Cullman County,AL,1043,2013,,38847.0,-86.86777826146697,34.131920624658456,162,100334.2050897791
Cullman County,AL,1043,2015,,38971.0,-86.86777826146697,34.131920624658456,164,104116.60028664302
Cullman County,AL,1043,2016,,39297.0,-86.86777826146697,34.131920624658456,165,107217.38250546344
Cullman County,AL,1043,2018,,42558.0,-86.86777826146697,34.131920624658456,167,125372.75858929474
Dale County,AL,1045,2012,,45247.0,-85.61109146023554,31.43174646244608,169,89625.22461599624
Dale County,AL,1045,2013,,44889.0,-85.61109146023554,31.43174646244608,170,89592.08304562746
Dale County,AL,1045,2015,,45028.0,-85.61109146023554,31.43174646244608,172,93443.20464137662
Dale County,AL,1045,2016,,44093.0,-85.61109146023554,31.43174646244608,173,90766.38759387052
Dallas County,AL,1047,2016,,28136.0,-87.10654451762383,32.325789727856105,181,47352.86211519269
Dallas County,AL,1047,2019,,33845.0,-87.10654451762383,32.325789727856105,184,78331.51498021232
Escambia County,AL,1053,2012,,31075.0,-87.16166738739605,31.126314581457542,201,55314.03872701852
Etowah County,AL,1055,2012,,37660.0,-86.03471620994357,34.04525327181791,209,65670.2409433676
Etowah County,AL,1055,2014,,38467.0,-86.03471620994357,34.04525327181791,211,72581.97816949477
Etowah County,AL,1055,2015,,39220.0,-86.03471620994357,34.04525327181791,212,77639.17187659582
Etowah County,AL,1055,2017,,42064.0,-86.03471620994357,34.04525327181791,214,93883.95407140441
Fayette County,AL,1057,2015,,34680.0,-87.73883145060798,33.72113614472067,220,84730.2944871895
Fayette County,AL,1057,2019,,39856.0,-87.73883145060798,33.72113614472067,224,114873.99779484002
Franklin County,AL,1059,2012,,37235.0,-87.84381782587076,34.44173126013162,225,85272.32960659079
Franklin County,AL,1059,2013,,36415.0,-87.84381782587076,34.44173126013162,226,83122.41495054215
Franklin County,AL,1059,2014,,35450.0,-87.84381782587076,34.44173126013162,227,80308.14510526415
Franklin County,AL,1059,2015,,35372.0,-87.84381782587076,34.44173126013162,228,81557.89631409617
Geneva County,AL,1061,2012,,33618.0,-85.8389945384831,31.09514023621536,233,56267.77386104176
Geneva County,AL,1061,2013,,35625.0,-85.8389945384831,31.09514023621536,234,67070.4945149892
Geneva County,AL,1061,2014,,36268.0,-85.8389945384831,31.09514023621536,235,71623.69463026151
Geneva County,AL,1061,2015,,36024.0,-85.8389945384831,31.09514023621536,236,72112.87369142426
Greene County,AL,1063,2012,,23777.0,-87.95217216293817,32.85287769451164,241,30396.33050290309
Greene County,AL,1063,2014,,22170.0,-87.95217216293817,32.85287769451164,243,26247.699268353637
Greene County,AL,1063,2019,,24145.0,-87.95217216293817,32.85287769451164,248,43332.31753682811
Hale County,AL,1065,2013,,30051.0,-87.6291673268924,32.762516673227374,250,48295.90672900714
Hale County,AL,1065,2014,,30839.0,-87.6291673268924,32.762516673227374,251,53513.46203350788
Hale County,AL,1065,2016,,33351.0,-87.6291673268924,32.762516673227374,253,68237.09993297933
Henry County,AL,1067,2016,,41045.0,-85.24141786159718,31.514615020758,261,91588.37286076788
Henry County,AL,1067,2019,,50017.0,-85.24141786159718,31.514615020758,264,137517.30836339574
Houston County,AL,1069,2016,,41945.0,-85.30245288270072,31.153175217249924,269,105889.55472554965
Jackson County,AL,1071,2014,,36874.0,-85.99940322523744,34.779372778789345,275,85121.78647489985
Jackson County,AL,1071,2016,,38422.0,-85.99940322523744,34.779372778789345,277,95428.60780598177
Jefferson County,AL,1073,2016,,47220.0,-86.89666923291496,33.55422913414538,285,131656.97923453478
Lamar County,AL,1075,2016,,34298.0,-88.09692454443596,33.7789780819625,293,66575.20331138326
Lauderdale County,AL,1077,2014,,42703.0,-87.65392441733212,34.90159108505059,299,99291.95089505427
Lauderdale County,AL,1077,2017,,44888.0,-87.65392441733212,34.90159108505059,302,114124.4817818543
Lauderdale County,AL,1077,2019,,48094.0,-87.65392441733212,34.90159108505059,304,132027.861069771
Lee County,AL,1081,2013,,43542.0,-85.35552702693127,32.60117368530324,314,117297.40581211261
Lee County,AL,1081,2014,,43641.0,-85.35552702693127,32.60117368530324,315,119358.1285277959
Lee County,AL,1081,2017,,47564.0,-85.35552702693127,32.60117368530324,318,142153.75816548849
Limestone County,AL,1083,2012,,48197.0,-86.98129401003862,34.80997322612558,321,126088.37155059492
Limestone County,AL,1083,2013,,48619.0,-86.98129401003862,34.80997322612558,322,129629.00272228383
Limestone County,AL,1083,2014,,49461.0,-86.98129401003862,34.80997322612558,323,135093.9730627737
Limestone County,AL,1083,2015,,49570.0,-86.98129401003862,34.80997322612558,324,137200.51337771397
Limestone County,AL,1083,2016,,51115.0,-86.98129401003862,34.80997322612558,325,145886.4609459811
Limestone County,AL,1083,2017,,52831.0,-86.98129401003862,34.80997322612558,326,155355.88946154574
Limestone County,AL,1083,2018,,56460.0,-86.98129401003862,34.80997322612558,327,173590.2247150028
Macon County,AL,1087,2012,,27957.0,-85.69272757280193,32.38597231714486,337,47905.431057916954
Macon County,AL,1087,2013,,30724.0,-85.69272757280193,32.38597231714486,338,62190.289255408105
Macon County,AL,1087,2014,,30254.0,-85.69272757280193,32.38597231714486,339,61643.99057335919
Macon County,AL,1087,2015,,30738.0,-85.69272757280193,32.38597231714486,340,65468.69086044282
Macon County,AL,1087,2016,,32390.0,-85.69272757280193,32.38597231714486,341,74644.88674076181
Madison County,AL,1089,2017,,61318.0,-86.55020435957594,34.76294756397267,350,207400.50051407795
Marengo County,AL,1091,2012,,34515.0,-87.78959334128646,32.24745710208362,353,81853.5772809838
Marengo County,AL,1091,2013,,35079.0,-87.78959334128646,32.24745710208362,354,86044.81836212473
Marengo County,AL,1091,2017,,32255.0,-87.78959334128646,32.24745710208362,358,79534.4422640549
Marengo County,AL,1091,2019,,33241.0,-87.78959334128646,32.24745710208362,360,87266.31451688474
Marion County,AL,1093,2014,,33819.0,-87.88704326261917,34.13651451277696,363,68586.52816429781
Marshall County,AL,1095,2013,,39526.0,-86.30666103471152,34.36686978990991,370,82975.4472002266
Marshall County,AL,1095,2016,,39831.0,-86.30666103471152,34.36686978990991,373,89194.26942668203
Monroe County,AL,1099,2012,,30996.0,-87.36589979797324,31.570626744465223,385,53069.24750650115
Monroe County,AL,1099,2013,,29203.0,-87.36589979797324,31.570626744465223,386,46461.280442731455
Monroe County,AL,1099,2014,,30569.0,-87.36589979797324,31.570626744465223,387,54327.092984295916
Monroe County,AL,1099,2015,,27257.0,-87.36589979797324,31.570626744465223,388,40759.432593364734
Monroe County,AL,1099,2016,,28182.0,-87.36589979797324,31.570626744465223,389,46604.68900768878
Monroe County,AL,1099,2017,,26036.0,-87.36589979797324,31.570626744465223,390,38379.36069014156
Monroe County,AL,1099,2018,,30141.0,-87.36589979797324,31.570626744465223,391,58794.61366823921
Montgomery County,AL,1101,2018,,47990.0,-86.2075217242024,32.22010772769118,399,141472.06728474982
Morgan County,AL,1103,2014,,45341.0,-86.85286665174606,34.453460921350846,403,121469.35939095076
Morgan County,AL,1103,2018,,49751.0,-86.85286665174606,34.453460921350846,407,148103.43459550384
Pickens County,AL,1107,2012,,28762.0,-88.08879546968437,33.28067513677415,409,46951.80390615482
Pickens County,AL,1107,2014,,29839.0,-88.08879546968437,33.28067513677415,411,55100.61631222488
Pickens County,AL,1107,2018,,37458.0,-88.08879546968437,33.28067513677415,415,96437.55911839753
Pickens County,AL,1107,2019,,39848.0,-88.08879546968437,33.28067513677415,416,108995.09382389439
Pike County,AL,1109,2012,,31702.0,-85.94085041694473,31.802660500157,417,46775.560272126924
Pike County,AL,1109,2013,,33090.0,-85.94085041694473,31.802660500157,418,54742.17153205676
Pike County,AL,1109,2014,,32798.0,-85.94085041694473,31.802660500157,419,55011.4261167855
Pike County,AL,1109,2015,,32825.0,-85.94085041694473,31.802660500157,420,56742.26211781707
Pike County,AL,1109,2016,,33193.0,-85.94085041694473,31.802660500157,421,60035.478253517766
Pike County,AL,1109,2017,,35684.0,-85.94085041694473,31.802660500157,422,73055.77071151184
Randolph County,AL,1111,2012,,35074.0,-85.45904167296729,33.29369401148107,425,60413.502432759386
Randolph County,AL,1111,2014,,36498.0,-85.45904167296729,33.29369401148107,427,70152.18553305278
Randolph County,AL,1111,2018,,41449.0,-85.45904167296729,33.29369401148107,431,99264.99285741756
Russell County,AL,1113,2013,,36143.0,-85.1849950306266,32.28830740308304,434,78553.14369937824
Saint Clair County,AL,1115,2014,,51317.0,-86.3147431317087,33.71558376697531,443,159866.5192066715
Saint Clair County,AL,1115,2015,,51859.0,-86.3147431317087,33.71558376697531,444,163956.9615694466
Saint Clair County,AL,1115,2018,,54887.0,-86.3147431317087,33.71558376697531,447,182651.91607362404
Shelby County,AL,1117,2012,,69379.0,-86.66083200643612,33.26422603094296,449,217636.41664936813
Shelby County,AL,1117,2013,,68770.0,-86.66083200643612,33.26422603094296,450,216453.25333764544
Shelby County,AL,1117,2015,,70187.0,-86.66083200643612,33.26422603094296,452,226159.86411845824
Sumter County,AL,1119,2012,,22655.0,-88.19871551940288,32.590710584254964,457,24732.436683500186
Sumter County,AL,1119,2013,,22186.0,-88.19871551940288,32.590710584254964,458,24190.7197613772
Sumter County,AL,1119,2014,,22865.0,-88.19871551940288,32.590710584254964,459,28908.863233975135
Sumter County,AL,1119,2015,,19501.0,-88.19871551940288,32.590710584254964,460,15102.951326907147
Sumter County,AL,1119,2016,,20428.0,-88.19871551940288,32.590710584254964,461,20957.371261082124
Sumter County,AL,1119,2017,,21663.0,-88.19871551940288,32.590710584254964,462,28222.97325237794
Sumter County,AL,1119,2018,,23132.0,-88.19871551940288,32.590710584254964,463,36560.707066290546
Tallapoosa County,AL,1123,2012,,38611.0,-85.79752464541522,32.86220723582184,473,103743.79850588273
Tallapoosa County,AL,1123,2014,,38644.0,-85.79752464541522,32.86220723582184,475,107109.25354950642
Tallapoosa County,AL,1123,2015,,39206.0,-85.79752464541522,32.86220723582184,476,111291.3311107955
Tuscaloosa County,AL,1125,2012,,43996.0,-87.52504139215054,33.28939459739755,481,128881.93925084965
Tuscaloosa County,AL,1125,2019,,53326.0,-87.52504139215054,33.28939459739755,488,182879.65873903362
Walker County,AL,1127,2015,,35843.0,-87.29725592905497,33.80328394585848,492,88408.83932071412
Walker County,AL,1127,2018,,41748.0,-87.29725592905497,33.80328394585848,495,120285.51713117352
Washington County,AL,1129,2012,,42256.0,-88.20786274334027,31.40741594777286,497,103308.16590260062
Washington County,AL,1129,2013,,42156.0,-88.20786274334027,31.40741594777286,498,104457.11839306634
Washington County,AL,1129,2014,,44731.0,-88.20786274334027,31.40741594777286,499,117862.27868482051
Washington County,AL,1129,2015,,42811.0,-88.20786274334027,31.40741594777286,500,110672.42811048497
Washington County,AL,1129,2016,,40293.0,-88.20786274334027,31.40741594777286,501,100742.68510057172
Washington County,AL,1129,2017,,42185.0,-88.20786274334027,31.40741594777286,502,111018.50336306216
Washington County,AL,1129,2018,,40794.0,-88.20786274334027,31.40741594777286,503,106252.40378942946
Washington County,AL,1129,2019,,41370.0,-88.20786274334027,31.40741594777286,504,110498.62598967878
Wilcox County,AL,1131,2012,,24212.0,-87.30810373058479,31.989251810090227,505,21491.673214337323
Wilcox County,AL,1131,2013,,23642.0,-87.30810373058479,31.989251810090227,506,20487.19853971759
Wilcox County,AL,1131,2014,,23406.0,-87.30810373058479,31.989251810090227,507,21013.03168028593
Wilcox County,AL,1131,2015,,23750.0,-87.30810373058479,31.989251810090227,508,24196.28557776939
Winston County,AL,1133,2012,,32830.0,-87.37368829309912,34.149232422205344,513,82473.25020072749
Winston County,AL,1133,2017,,35362.0,-87.37368829309912,34.149232422205344,518,102109.9087478253
Anchorage Borough,AK,2020,2012,,76495.0,-149.1892999173881,61.14820260788372,521,288381.85035424214
Fairbanks North Star Borough,AK,2090,2012,,69485.0,-146.56684381780653,64.81003058955527,529,201074.12905436242
Fairbanks North Star Borough,AK,2090,2015,,71068.0,-146.56684381780653,64.81003058955527,532,213148.44046588195
Juneau Borough,AK,2110,2016,,87436.0,-134.2257441744158,58.44270407676758,541,356270.738426534
Juneau Borough,AK,2110,2019,,88390.0,-134.2257441744158,58.44270407676758,544,365463.122844778
Kenai Peninsula Borough,AK,2122,2012,,59421.0,-151.7164063265355,60.1139112208789,545,184156.43862431776
Kenai Peninsula Borough,AK,2122,2014,,63099.0,-151.7164063265355,60.1139112208789,547,204222.4085971727
Kenai Peninsula Borough,AK,2122,2015,,63684.0,-151.7164063265355,60.1139112208789,548,208509.86663675355
Ketchikan Gateway Borough,AK,2130,2012,,59736.0,-131.03057007824478,55.485105384784674,553,240824.39655836718
Ketchikan Gateway Borough,AK,2130,2016,,64162.0,-131.03057007824478,55.485105384784674,557,267531.7799217324
Ketchikan Gateway Borough,AK,2130,2018,,70356.0,-131.03057007824478,55.485105384784674,559,299125.4578676862
Kodiak Island Borough,AK,2150,2013,,68718.0,-153.77532465403124,57.65661290777172,562,251760.5790387732
Kodiak Island Borough,AK,2150,2015,,70887.0,-153.77532465403124,57.65661290777172,564,264912.6732837241
Kodiak Island Borough,AK,2150,2016,,73068.0,-153.77532465403124,57.65661290777172,565,276512.62016474595
Kodiak Island Borough,AK,2150,2018,,78281.0,-153.77532465403124,57.65661290777172,567,303611.59162357356
Matanuska Susitna Borough,AK,2170,2016,,73908.0,-149.60209537640858,62.305301318691285,573,267482.12906579487
Petersburg Borough,AK,2195,2012,,61696.0,-133.00081160324297,57.111200801313984,577,213137.6259147483
Petersburg Borough,AK,2195,2013,,63934.0,-133.00081160324297,57.111200801313984,578,224998.73311153613
Petersburg Borough,AK,2195,2014,,61492.0,-133.00081160324297,57.111200801313984,579,215417.2038559774
Petersburg Borough,AK,2195,2015,,67935.0,-133.00081160324297,57.111200801313984,580,246544.61154039716
Petersburg Borough,AK,2195,2016,,63940.0,-133.00081160324297,57.111200801313984,581,229847.60912020272
Petersburg Borough,AK,2195,2019,,69948.0,-133.00081160324297,57.111200801313984,584,262196.2082030112
Cochise County,AZ,4003,2013,,45755.0,-109.75127563646136,31.87920065788057,594,124334.50061623333
Coconino County,AZ,4005,2014,,48540.0,-111.76882957205692,35.835144146785744,603,258270.85871166596
Gila County,AZ,4007,2013,,39954.0,-110.8100434097364,33.79912420950052,610,164871.4234562749
Graham County,AZ,4009,2014,,46965.0,-109.8872110877987,32.93197431125303,619,150814.953220048
Greenlee County,AZ,4011,2012,,49692.0,-109.24008480464164,33.21415480414231,625,66055.08604353573
Greenlee County,AZ,4011,2016,,51813.0,-109.24008480464164,33.21415480414231,629,82201.51277812757
La Paz County,AZ,4012,2015,,34466.0,-113.98273628119172,33.728860326842096,636,141360.26294511603
Mohave County,AZ,4015,2012,,39383.0,-113.76204896238904,35.697454287821635,649,161472.98670610413
Navajo County,AZ,4017,2013,,36927.0,-110.3204423773486,35.39020047693439,658,157761.06110455794
Navajo County,AZ,4017,2017,,38798.0,-110.3204423773486,35.39020047693439,662,172762.04785772087
Pima County,AZ,4019,2012,,46443.0,-111.78919135193402,32.09905919007381,665,161314.67499660235
Pima County,AZ,4019,2017,,48676.0,-111.78919135193402,32.09905919007381,670,179581.38732591178
Pima County,AZ,4019,2019,,53379.0,-111.78919135193402,32.09905919007381,672,204343.66122262413
Santa Cruz County,AZ,4023,2013,,37745.0,-110.84657385420046,31.526038511344048,682,287224.64130822197
Santa Cruz County,AZ,4023,2017,,39630.0,-110.84657385420046,31.526038511344048,686,302289.7727003447
Santa Cruz County,AZ,4023,2018,,40467.0,-110.84657385420046,31.526038511344048,687,307731.83424120536
Yavapai County,AZ,4025,2018,,50180.0,-112.5524199791093,34.59909293512424,695,256959.05986040784
Yuma County,AZ,4027,2013,,41595.0,-113.905643342017,32.768850064098125,698,101675.4028090043
Yuma County,AZ,4027,2014,,41380.0,-113.905643342017,32.768850064098125,699,102297.45290801302
Yuma County,AZ,4027,2017,,43253.0,-113.905643342017,32.768850064098125,702,115700.47469798988
Arkansas County,AR,5001,2015,,36411.0,-91.37402347545604,34.289035860487175,708,63544.900115860626
Arkansas County,AR,5001,2019,,46696.0,-91.37402347545604,34.289035860487175,712,117096.81488399021
Ashley County,AR,5003,2013,,35683.0,-91.76847318149638,33.19121331561007,714,44394.1767053823
Baxter County,AR,5005,2013,,35343.0,-92.33692819775084,36.28695218921441,722,98182.80064116558
Baxter County,AR,5005,2018,,41481.0,-92.33692819775084,36.28695218921441,727,134341.2854803917
Benton County,AR,5007,2013,,54515.0,-94.25620339352788,36.33878150686625,730,156070.3037396893
Boone County,AR,5009,2014,,38705.0,-93.09152806606282,36.30854487527396,739,79710.50940473657
Boone County,AR,5009,2016,,38664.0,-93.09152806606282,36.30854487527396,741,82736.91421385761
Bradley County,AR,5011,2012,,32321.0,-92.1623745727714,33.46620040646752,745,52556.85452480847
Bradley County,AR,5011,2013,,30409.0,-92.1623745727714,33.46620040646752,746,45403.65802987851
Bradley County,AR,5011,2014,,33745.0,-92.1623745727714,33.46620040646752,747,62295.537625101395
Bradley County,AR,5011,2015,,33701.0,-92.1623745727714,33.46620040646752,748,63701.068671407644
Bradley County,AR,5011,2019,,43184.0,-92.1623745727714,33.46620040646752,752,113578.41197911324
Calhoun County,AR,5013,2014,,35000.0,-92.50294664116822,33.557957769008325,755,55400.68995883735
Calhoun County,AR,5013,2015,,36899.0,-92.50294664116822,33.557957769008325,756,65708.58054080745
Calhoun County,AR,5013,2019,,46417.0,-92.50294664116822,33.557957769008325,760,115746.2854459132
Carroll County,AR,5015,2019,,46110.0,-93.5380203162512,36.34105725920804,768,123478.0321768038
Chicot County,AR,5017,2012,,25188.0,-91.29369563777566,33.26678573796316,769,17220.61671196064
Chicot County,AR,5017,2014,,28086.0,-91.29369563777566,33.26678573796316,771,33712.8139427579
Chicot County,AR,5017,2017,,32412.0,-91.29369563777566,33.26678573796316,774,58354.89283051342
Chicot County,AR,5017,2018,,33051.0,-91.29369563777566,33.26678573796316,775,62889.765906082466
Clark County,AR,5019,2016,,35595.0,-93.17612277232354,34.050799138209875,781,69945.74879900366
Clark County,AR,5019,2018,,39752.0,-93.17612277232354,34.050799138209875,783,92206.38177627558
Clay County,AR,5021,2019,,37233.0,-90.41736035491216,36.36842728452216,792,87027.70244658832
Cleburne County,AR,5023,2018,,43391.0,-92.02672641863276,35.5381246646853,799,130058.42437173286
Cleburne County,AR,5023,2019,,44483.0,-92.02672641863276,35.5381246646853,800,136668.83469365118
Cleveland County,AR,5025,2012,,38060.0,-92.18507766156388,33.8983400821295,801,78751.09250295116
Cleveland County,AR,5025,2013,,39420.0,-92.18507766156388,33.8983400821295,802,86589.41448496142
Cleveland County,AR,5025,2017,,44840.0,-92.18507766156388,33.8983400821295,806,117851.06721448712
Columbia County,AR,5027,2013,,35128.0,-93.22733866775206,33.21419058279022,810,60308.15697431285
Conway County,AR,5029,2015,,37732.0,-92.70155870004912,35.26229475186442,820,80386.56981114578
Craighead County,AR,5031,2012,,41054.0,-90.63290005468713,35.830916856215815,825,106925.76946410583
Craighead County,AR,5031,2016,,43892.0,-90.63290005468713,35.830916856215815,829,126357.31806543516
Crawford County,AR,5033,2016,,41792.0,-94.24293546954928,35.58791226245528,837,103500.90260862093
Crittenden County,AR,5035,2013,,37751.0,-90.30786597775388,35.20542550817242,842,67759.39166783821
Crittenden County,AR,5035,2015,,38004.0,-90.30786597775388,35.20542550817242,844,72132.8338951189
Crittenden County,AR,5035,2016,,39407.0,-90.30786597775388,35.20542550817242,845,80168.17155393492
Crittenden County,AR,5035,2019,,40161.0,-90.30786597775388,35.20542550817242,848,88444.2039870359
Cross County,AR,5037,2013,,38085.0,-90.77117917654122,35.295734538791734,850,70431.08395052329
Cross County,AR,5037,2014,,37725.0,-90.77117917654122,35.295734538791734,851,70388.77886030311
Cross County,AR,5037,2018,,43838.0,-90.77117917654122,35.295734538791734,855,104825.59121834906
Cross County,AR,5037,2019,,46787.0,-90.77117917654122,35.295734538791734,856,119944.3297223202
Desha County,AR,5041,2017,,27036.0,-91.25524841757372,33.830800263424145,870,35798.980151872616
Drew County,AR,5043,2019,,46997.0,-91.71999485346856,33.589371800793565,880,146433.32864786172
Faulkner County,AR,5045,2012,,49008.0,-92.33213633794688,35.14689684888704,881,132747.3702831678
Faulkner County,AR,5045,2016,,50872.0,-92.33213633794688,35.14689684888704,885,147716.2847168506
Franklin County,AR,5047,2012,,35918.0,-93.89073091454271,35.51216455288202,889,72824.93230201397
Franklin County,AR,5047,2013,,36766.0,-93.89073091454271,35.51216455288202,890,78317.39320205757
Franklin County,AR,5047,2014,,39879.0,-93.89073091454271,35.51216455288202,891,94187.54033384612
Franklin County,AR,5047,2015,,39285.0,-93.89073091454271,35.51216455288202,892,93073.10342100915
Fulton County,AR,5049,2012,,35059.0,-91.81826190720967,36.38176686729365,897,59762.26830321457
Fulton County,AR,5049,2013,,35522.0,-91.81826190720967,36.38176686729365,898,63490.75163185829
Fulton County,AR,5049,2014,,36244.0,-91.81826190720967,36.38176686729365,899,68405.91078126198
Fulton County,AR,5049,2015,,37066.0,-91.81826190720967,36.38176686729365,900,73779.24592323741
Fulton County,AR,5049,2016,,35593.0,-91.81826190720967,36.38176686729365,901,68637.44203569647
Fulton County,AR,5049,2017,,36051.0,-91.81826190720967,36.38176686729365,902,72343.01656471146
Fulton County,AR,5049,2018,,36184.0,-91.81826190720967,36.38176686729365,903,74559.5191178685
Greene County,AR,5055,2015,,41286.0,-90.55911202088365,36.1176846328732,916,109026.5310089509
Hempstead County,AR,5057,2012,,31193.0,-93.66845955864306,33.73517360590405,921,50104.8470272203
Hempstead County,AR,5057,2013,,32056.0,-93.66845955864306,33.73517360590405,922,55666.03432615008
Hempstead County,AR,5057,2014,,32587.0,-93.66845955864306,33.73517360590405,923,59706.07732974226
Hempstead County,AR,5057,2015,,32122.0,-93.66845955864306,33.73517360590405,924,59182.68744732207
Hempstead County,AR,5057,2018,,41355.0,-93.66845955864306,33.73517360590405,927,106307.46229056176
Hot Spring County,AR,5059,2014,,41353.0,-92.94613758545846,34.31771743296175,931,89866.88012507651
Hot Spring County,AR,5059,2015,,40000.0,-92.94613758545846,34.31771743296175,932,85274.8874286213
Hot Spring County,AR,5059,2019,,43889.0,-92.94613758545846,34.31771743296175,936,109521.86571187666
Independence County,AR,5063,2014,,36186.0,-91.56977855512665,35.74150259257923,947,70621.6116371816
Izard County,AR,5065,2012,,31011.0,-91.91335256068712,36.09480154853247,953,50557.72078943858
Izard County,AR,5065,2013,,30661.0,-91.91335256068712,36.09480154853247,954,50561.233298475854
