RegionName,StateName,county_geoid,year,zhvi,median_income,lon,lat,row_id
Bibb County,AL,01007,2018,119974,45340,-87.12644024819737,32.998590586961036,31
Bibb County,AL,01007,2019,125380.16666666667,47542,-87.12644024819737,32.998590586961036,32
Blount County,AL,01009,2012,172884.33333333334,45192,-86.56760676301911,33.98074005148501,33
Blount County,AL,01009,2013,172177.16666666666,44145,-86.56760676301911,33.98074005148501,34
Blount County,AL,01009,2014,NA,44409,-86.56760676301911,33.98074005148501,35
Blount County,AL,01009,2015,179651,45813,-86.56760676301911,33.98074005148501,36
Blount County,AL,01009,2016,184041.5,46212,-86.56760676301911,33.98074005148501,37
Blount County,AL,01009,2017,NA,47412,-86.56760676301911,33.98074005148501,38
Blount County,AL,01009,2018,199183.41666666666,48695,-86.56760676301911,33.98074005148501,39
Blount County,AL,01009,2019,211255.08333333334,49358,-86.56760676301911,33.98074005148501,40
Bullock County,AL,01011,2012,NA,34500,-85.71565240361228,32.100536944341684,41
Bullock County,AL,01011,2013,NA,32033,-85.71565240361228,32.100536944341684,42
Bullock County,AL,01011,2014,NA,34804,-85.71565240361228,32.100536944341684,43
Bullock County,AL,01011,2015,NA,31938,-85.71565240361228,32.100536944341684,44
Bullock County,AL,01011,2016,NA,29335,-85.71565240361228,32.100536944341684,45
Bullock County,AL,01011,2017,NA,29655,-85.71565240361228,32.100536944341684,46
Bullock County,AL,01011,2018,NA,32152,-85.71565240361228,32.100536944341684,47
Bullock County,AL,01011,2019,NA,37785,-85.71565240361228,32.100536944341684,48
Butler County,AL,01013,2012,70881.33333333333,30752,-86.68030144036531,31.752341114278874,49
Butler County,AL,01013,2013,66207.75,29918,-86.68030144036531,31.752341114278874,50
Butler County,AL,01013,2014,NA,31571,-86.68030144036531,31.752341114278874,51
Butler County,AL,01013,2015,NA,32229,-86.68030144036531,31.752341114278874,52
Butler County,AL,01013,2016,67501.16666666667,34315,-86.68030144036531,31.752341114278874,53
Butler County,AL,01013,2017,69715.25,36326,-86.68030144036531,31.752341114278874,54
Butler County,AL,01013,2018,70477.66666666667,39109,-86.68030144036531,31.752341114278874,55
Butler County,AL,01013,2019,72971,40688,-86.68030144036531,31.752341114278874,56
Calhoun County,AL,01015,2012,87508.33333333333,40093,-85.82613669680502,33.77138434433126,57
Calhoun County,AL,01015,2013,86759.91666666667,39962,-85.82613669680502,33.77138434433126,58
Calhoun County,AL,01015,2014,89041.08333333333,40919,-85.82613669680502,33.77138434433126,59
Calhoun County,AL,01015,2015,91018.16666666667,41703,-85.82613669680502,33.77138434433126,60
Calhoun County,AL,01015,2016,92473.91666666667,41954,-85.82613669680502,33.77138434433126,61
Calhoun County,AL,01015,2017,94045.75,43686,-85.82613669680502,33.77138434433126,62
Calhoun County,AL,01015,2018,97392,45197,-85.82613669680502,33.77138434433126,63
Calhoun County,AL,01015,2019,NA,47255,-85.82613669680502,33.77138434433126,64
Chambers County,AL,01017,2012,60243.166666666664,32181,-85.39198940060442,32.91427380462757,65
Chambers County,AL,01017,2013,57107.166666666664,32402,-85.39198940060442,32.91427380462757,66
Chambers County,AL,01017,2014,57949.333333333336,32835,-85.39198940060442,32.91427380462757,67
Chambers County,AL,01017,2015,60385.083333333336,34177,-85.39198940060442,32.91427380462757,68
Chambers County,AL,01017,2016,NA,36027,-85.39198940060442,32.91427380462757,69
Chambers County,AL,01017,2017,64448.833333333336,37342,-85.39198940060442,32.91427380462757,70
Chambers County,AL,01017,2018,66527.5,39872,-85.39198940060442,32.91427380462757,71
Chambers County,AL,01017,2019,69013.66666666667,42289,-85.39198940060442,32.91427380462757,72
Cherokee County,AL,01019,2012,94810.91666666667,36241,-85.60380819669075,34.17577582864862,73
Cherokee County,AL,01019,2013,96179.33333333333,34907,-85.60380819669075,34.17577582864862,74
Cherokee County,AL,01019,2014,98151.25,34983,-85.60380819669075,34.17577582864862,75
Cherokee County,AL,01019,2015,101337.41666666667,36296,-85.60380819669075,34.17577582864862,76
Cherokee County,AL,01019,2016,106633.75,38925,-85.60380819669075,34.17577582864862,77
Cherokee County,AL,01019,2017,111383.25,40041,-85.60380819669075,34.17577582864862,78
Cherokee County,AL,01019,2018,115938.58333333333,41014,-85.60380819669075,34.17577582864862,79
Cherokee County,AL,01019,2019,122117.08333333333,41919,-85.60380819669075,34.17577582864862,80
Chilton County,AL,01021,2012,101289.58333333333,40834,-86.71884774078634,32.84779379432069,81
Chilton County,AL,01021,2013,NA,41250,-86.71884774078634,32.84779379432069,82
Chilton County,AL,01021,2014,NA,41785,-86.71884774078634,32.84779379432069,83
Chilton County,AL,01021,2015,104871,41627,-86.71884774078634,32.84779379432069,84
Chilton County,AL,01021,2016,108326.58333333333,42594,-86.71884774078634,32.84779379432069,85
Chilton County,AL,01021,2017,NA,43501,-86.71884774078634,32.84779379432069,86
Chilton County,AL,01021,2018,118003.66666666667,45182,-86.71884774078634,32.84779379432069,87
Chilton County,AL,01021,2019,123774.16666666667,47468,-86.71884774078634,32.84779379432069,88
Clarke County,AL,01025,2012,NA,30954,-87.83074240365137,31.67631413954676,89
Clarke County,AL,01025,2013,NA,29357,-87.83074240365137,31.67631413954676,90
Clarke County,AL,01025,2014,NA,30951,-87.83074240365137,31.67631413954676,91
Clarke County,AL,01025,2015,NA,32011,-87.83074240365137,31.67631413954676,92
Clarke County,AL,01025,2016,NA,32735,-87.83074240365137,31.67631413954676,93
Clarke County,AL,01025,2017,NA,33827,-87.83074240365137,31.67631413954676,94
Clarke County,AL,01025,2018,NA,36127,-87.83074240365137,31.67631413954676,95
Clarke County,AL,01025,2019,102185,37404,-87.83074240365137,31.67631413954676,96
Clay County,AL,01027,2012,NA,34556,-85.86066830579298,33.26902813288981,97
Clay County,AL,01027,2013,73824.33333333333,34002,-85.86066830579298,33.26902813288981,98
Clay County,AL,01027,2014,75406,35286,-85.86066830579298,33.26902813288981,99
Clay County,AL,01027,2015,79519.41666666667,35327,-85.86066830579298,33.26902813288981,100
Clay County,AL,01027,2016,NA,38815,-85.86066830579298,33.26902813288981,101
Clay County,AL,01027,2017,86139.66666666667,37287,-85.86066830579298,33.26902813288981,102
Clay County,AL,01027,2018,88680.66666666667,41225,-85.86066830579298,33.26902813288981,103
Clay County,AL,01027,2019,93323.33333333333,40845,-85.86066830579298,33.26902813288981,104
Cleburne County,AL,01029,2012,98303.75,37244,-85.51888258524517,33.67442220265567,105
Cleburne County,AL,01029,2013,95014.5,38019,-85.51888258524517,33.67442220265567,106
Cleburne County,AL,01029,2014,94196.91666666667,37008,-85.51888258524517,33.67442220265567,107
Cleburne County,AL,01029,2015,92981.33333333333,38056,-85.51888258524517,33.67442220265567,108
Cleburne County,AL,01029,2016,94674.16666666667,36316,-85.51888258524517,33.67442220265567,109
Cleburne County,AL,01029,2017,98573.08333333333,37396,-85.51888258524517,33.67442220265567,110
Cleburne County,AL,01029,2018,103237.83333333333,40188,-85.51888258524517,33.67442220265567,111
Cleburne County,AL,01029,2019,110915.5,44741,-85.51888258524517,33.67442220265567,112
Coffee County,AL,01031,2012,115670.42857142857,44626,-85.9882304557411,31.402522036851042,113
Coffee County,AL,01031,2013,NA,43768,-85.9882304557411,31.402522036851042,114
Coffee County,AL,01031,2014,120940.66666666667,45558,-85.9882304557411,31.402522036851042,115
Coffee County,AL,01031,2015,120406.25,46729,-85.9882304557411,31.402522036851042,116
Coffee County,AL,01031,2016,120038.66666666667,47872,-85.9882304557411,31.402522036851042,117
Coffee County,AL,01031,2017,122425.83333333333,49821,-85.9882304557411,31.402522036851042,118
Coffee County,AL,01031,2018,NA,53155,-85.9882304557411,31.402522036851042,119
Coffee County,AL,01031,2019,131605.41666666666,55637,-85.9882304557411,31.402522036851042,120
Colbert County,AL,01033,2012,NA,40158,-87.80492432910293,34.7005074315367,121
Colbert County,AL,01033,2013,NA,39077,-87.80492432910293,34.7005074315367,122
Colbert County,AL,01033,2014,NA,39914,-87.80492432910293,34.7005074315367,123
Colbert County,AL,01033,2015,99119.88888888889,40576,-87.80492432910293,34.7005074315367,124
Colbert County,AL,01033,2016,NA,43786,-87.80492432910293,34.7005074315367,125
Colbert County,AL,01033,2017,104650.91666666667,45477,-87.80492432910293,34.7005074315367,126
Colbert County,AL,01033,2018,107669,47558,-87.80492432910293,34.7005074315367,127
Colbert County,AL,01033,2019,111981.75,48065,-87.80492432910293,34.7005074315367,128
Conecuh County,AL,01035,2012,NA,27064,-86.99368904327717,31.429186587538656,129
Conecuh County,AL,01035,2013,NA,24658,-86.99368904327717,31.429186587538656,130
Conecuh County,AL,01035,2014,NA,24433,-86.99368904327717,31.429186587538656,131
Conecuh County,AL,01035,2015,NA,24900,-86.99368904327717,31.429186587538656,132
Conecuh County,AL,01035,2016,NA,27609,-86.99368904327717,31.429186587538656,133
Conecuh County,AL,01035,2017,NA,30434,-86.99368904327717,31.429186587538656,134
Conecuh County,AL,01035,2018,NA,33177,-86.99368904327717,31.429186587538656,135
Conecuh County,AL,01035,2019,74554.16666666667,37837,-86.99368904327717,31.429186587538656,136
Coosa County,AL,01037,2012,NA,37425,-86.24764847358885,32.93621742097906,137
Coosa County,AL,01037,2013,88996.16666666667,37277,-86.24764847358885,32.93621742097906,138
Coosa County,AL,01037,2014,90142.58333333333,32340,-86.24764847358885,32.93621742097906,139
Coosa County,AL,01037,2015,92396.66666666667,31212,-86.24764847358885,32.93621742097906,140
Coosa County,AL,01037,2016,97868.58333333333,31910,-86.24764847358885,32.93621742097906,141
Coosa County,AL,01037,2017,NA,34792,-86.24764847358885,32.93621742097906,142
Coosa County,AL,01037,2018,111565.25,38301,-86.24764847358885,32.93621742097906,143
Coosa County,AL,01037,2019,120828.5,38990,-86.24764847358885,32.93621742097906,144
Covington County,AL,01039,2012,NA,35321,-86.4512312854242,31.248316747274036,145
Covington County,AL,01039,2013,NA,35869,-86.4512312854242,31.248316747274036,146
Covington County,AL,01039,2014,79957.5,36256,-86.4512312854242,31.248316747274036,147
Covington County,AL,01039,2015,80756.91666666667,36444,-86.4512312854242,31.248316747274036,148
Covington County,AL,01039,2016,84506.5,37313,-86.4512312854242,31.248316747274036,149
Covington County,AL,01039,2017,87837.5,39467,-86.4512312854242,31.248316747274036,150
Covington County,AL,01039,2018,91626,40601,-86.4512312854242,31.248316747274036,151
Covington County,AL,01039,2019,95794.16666666667,42189,-86.4512312854242,31.248316747274036,152
Crenshaw County,AL,01041,2012,74881.75,37309,-86.31352433278052,31.73125532161335,153
Crenshaw County,AL,01041,2013,69795.66666666667,36275,-86.31352433278052,31.73125532161335,154
Crenshaw County,AL,01041,2014,68804.5,37349,-86.31352433278052,31.73125532161335,155
Crenshaw County,AL,01041,2015,70926.25,36022,-86.31352433278052,31.73125532161335,156
Crenshaw County,AL,01041,2016,NA,37557,-86.31352433278052,31.73125532161335,157
Crenshaw County,AL,01041,2017,71334,38937,-86.31352433278052,31.73125532161335,158
Crenshaw County,AL,01041,2018,NA,39812,-86.31352433278052,31.73125532161335,159
Crenshaw County,AL,01041,2019,77439.5,43163,-86.31352433278052,31.73125532161335,160
Cullman County,AL,01043,2012,108718.83333333333,39244,-86.86777826146697,34.131920624658456,161
Cullman County,AL,01043,2013,NA,38847,-86.86777826146697,34.131920624658456,162
Cullman County,AL,01043,2014,111509.66666666667,39415,-86.86777826146697,34.131920624658456,163
Cullman County,AL,01043,2015,NA,38971,-86.86777826146697,34.131920624658456,164
Cullman County,AL,01043,2016,NA,39297,-86.86777826146697,34.131920624658456,165
Cullman County,AL,01043,2017,124166.41666666667,40997,-86.86777826146697,34.131920624658456,166
Cullman County,AL,01043,2018,NA,42558,-86.86777826146697,34.131920624658456,167
Cullman County,AL,01043,2019,137967.16666666666,44918,-86.86777826146697,34.131920624658456,168
Dale County,AL,01045,2012,NA,45247,-85.61109146023554,31.43174646244608,169
Dale County,AL,01045,2013,NA,44889,-85.61109146023554,31.43174646244608,170
Dale County,AL,01045,2014,87108.66666666667,44473,-85.61109146023554,31.43174646244608,171
Dale County,AL,01045,2015,NA,45028,-85.61109146023554,31.43174646244608,172
Dale County,AL,01045,2016,NA,44093,-85.61109146023554,31.43174646244608,173
Dale County,AL,01045,2017,89521.25,44711,-85.61109146023554,31.43174646244608,174
Dale County,AL,01045,2018,92830.58333333333,45960,-85.61109146023554,31.43174646244608,175
Dale County,AL,01045,2019,96175.08333333333,47214,-85.61109146023554,31.43174646244608,176
Dallas County,AL,01047,2012,46378.583333333336,26178,-87.10654451762383,32.325789727856105,177
Dallas County,AL,01047,2013,46636.166666666664,26519,-87.10654451762383,32.325789727856105,178
Dallas County,AL,01047,2014,49945.833333333336,26494,-87.10654451762383,32.325789727856105,179
Dallas County,AL,01047,2015,52110.416666666664,27306,-87.10654451762383,32.325789727856105,180
Dallas County,AL,01047,2016,NA,28136,-87.10654451762383,32.325789727856105,181
Dallas County,AL,01047,2017,53599.25,30065,-87.10654451762383,32.325789727856105,182
Dallas County,AL,01047,2018,55686.583333333336,31602,-87.10654451762383,32.325789727856105,183
Dallas County,AL,01047,2019,NA,33845,-87.10654451762383,32.325789727856105,184
De Kalb County,AL,01049,2012,88006.83333333333,36853,-85.80452518408883,34.459611039226765,185
De Kalb County,AL,01049,2013,88471.66666666667,37851,-85.80452518408883,34.459611039226765,186
De Kalb County,AL,01049,2014,87363.08333333333,37977,-85.80452518408883,34.459611039226765,187
De Kalb County,AL,01049,2015,88819.33333333333,38192,-85.80452518408883,34.459611039226765,188
De Kalb County,AL,01049,2016,91352.58333333333,38248,-85.80452518408883,34.459611039226765,189
De Kalb County,AL,01049,2017,95083.33333333333,38842,-85.80452518408883,34.459611039226765,190
De Kalb County,AL,01049,2018,100287.16666666667,39233,-85.80452518408883,34.459611039226765,191
De Kalb County,AL,01049,2019,106439.33333333333,40440,-85.80452518408883,34.459611039226765,192
Elmore County,AL,01051,2012,139767.66666666666,55514,-86.14914201749993,32.59665214604381,193
Elmore County,AL,01051,2013,147113.5,54766,-86.14914201749993,32.59665214604381,194
Elmore County,AL,01051,2014,148436.41666666666,54159,-86.14914201749993,32.59665214604381,195
Elmore County,AL,01051,2015,158025,53555,-86.14914201749993,32.59665214604381,196
Elmore County,AL,01051,2016,154042,53398,-86.14914201749993,32.59665214604381,197
Elmore County,AL,01051,2017,161165.83333333334,54981,-86.14914201749993,32.59665214604381,198
Elmore County,AL,01051,2018,165255.83333333334,59347,-86.14914201749993,32.59665214604381,199
Elmore County,AL,01051,2019,167777.66666666666,60891,-86.14914201749993,32.59665214604381,200
Escambia County,AL,01053,2012,NA,31075,-87.16166738739605,31.126314581457546,201
Escambia County,AL,01053,2013,79363.16666666667,30687,-87.16166738739605,31.126314581457546,202
Escambia County,AL,01053,2014,81635,31422,-87.16166738739605,31.126314581457546,203
Escambia County,AL,01053,2015,82504.91666666667,32330,-87.16166738739605,31.126314581457546,204
Escambia County,AL,01053,2016,83731.83333333333,32334,-87.16166738739605,31.126314581457546,205
Escambia County,AL,01053,2017,85137.83333333333,35026,-87.16166738739605,31.126314581457546,206
Escambia County,AL,01053,2018,88912.5,35000,-87.16166738739605,31.126314581457546,207
Escambia County,AL,01053,2019,93235.16666666667,36275,-87.16166738739605,31.126314581457546,208
Etowah County,AL,01055,2012,NA,37660,-86.03471620994357,34.04525327181791,209
Etowah County,AL,01055,2013,77227.33333333333,38013,-86.03471620994357,34.04525327181791,210
Etowah County,AL,01055,2014,NA,38467,-86.03471620994357,34.04525327181791,211
Etowah County,AL,01055,2015,NA,39220,-86.03471620994357,34.04525327181791,212
Etowah County,AL,01055,2016,80938.16666666667,40478,-86.03471620994357,34.04525327181791,213
Etowah County,AL,01055,2017,NA,42064,-86.03471620994357,34.04525327181791,214
Etowah County,AL,01055,2018,89266.16666666667,44023,-86.03471620994357,34.04525327181791,215
Etowah County,AL,01055,2019,92481,44637,-86.03471620994357,34.04525327181791,216
Fayette County,AL,01057,2012,66964.25,33090,-87.73883145060798,33.72113614472067,217
Fayette County,AL,01057,2013,65637.83333333333,33838,-87.73883145060798,33.72113614472067,218
Fayette County,AL,01057,2014,66153.58333333333,33144,-87.73883145060798,33.72113614472067,219
Fayette County,AL,01057,2015,NA,34680,-87.73883145060798,33.72113614472067,220
Fayette County,AL,01057,2016,67792.33333333333,36205,-87.73883145060798,33.72113614472067,221
Fayette County,AL,01057,2017,69084.33333333333,36541,-87.73883145060798,33.72113614472067,222
Fayette County,AL,01057,2018,72442.91666666667,37458,-87.73883145060798,33.72113614472067,223
Fayette County,AL,01057,2019,NA,39856,-87.73883145060798,33.72113614472067,224
Franklin County,AL,01059,2012,NA,37235,-87.84381782587076,34.44173126013162,225
Franklin County,AL,01059,2013,NA,36415,-87.84381782587076,34.44173126013162,226
Franklin County,AL,01059,2014,NA,35450,-87.84381782587076,34.44173126013162,227
Franklin County,AL,01059,2015,NA,35372,-87.84381782587076,34.44173126013162,228
Franklin County,AL,01059,2016,75525.41666666667,36138,-87.84381782587076,34.44173126013162,229
Franklin County,AL,01059,2017,78212,39501,-87.84381782587076,34.44173126013162,230
Franklin County,AL,01059,2018,81983,40459,-87.84381782587076,34.44173126013162,231
Franklin County,AL,01059,2019,84521.58333333333,43514,-87.84381782587076,34.44173126013162,232
Geneva County,AL,01061,2012,NA,33618,-85.8389945384831,31.09514023621536,233
Geneva County,AL,01061,2013,NA,35625,-85.8389945384831,31.09514023621536,234
Geneva County,AL,01061,2014,NA,36268,-85.8389945384831,31.09514023621536,235
Geneva County,AL,01061,2015,NA,36024,-85.8389945384831,31.09514023621536,236
Geneva County,AL,01061,2016,80860.9,36519,-85.8389945384831,31.09514023621536,237
Geneva County,AL,01061,2017,84345.41666666667,39293,-85.8389945384831,31.09514023621536,238
Geneva County,AL,01061,2018,88888.75,38142,-85.8389945384831,31.09514023621536,239
Geneva County,AL,01061,2019,92169.25,41732,-85.8389945384831,31.09514023621536,240
Greene County,AL,01063,2012,NA,23777,-87.95217216293817,32.85287769451164,241
Greene County,AL,01063,2013,65722,24226,-87.95217216293817,32.85287769451164,242
Greene County,AL,01063,2014,NA,22170,-87.95217216293817,32.85287769451164,243
Greene County,AL,01063,2015,64666.333333333336,20541,-87.95217216293817,32.85287769451164,244
Greene County,AL,01063,2016,69602.41666666667,21339,-87.95217216293817,32.85287769451164,245
Greene County,AL,01063,2017,72228.5,20954,-87.95217216293817,32.85287769451164,246
Greene County,AL,01063,2018,72404.08333333333,21804,-87.95217216293817,32.85287769451164,247
Greene County,AL,01063,2019,NA,24145,-87.95217216293817,32.85287769451164,248
Hale County,AL,01065,2012,81743.83333333333,29409,-87.6291673268924,32.762516673227374,249
Hale County,AL,01065,2013,NA,30051,-87.6291673268924,32.762516673227374,250
Hale County,AL,01065,2014,NA,30839,-87.6291673268924,32.762516673227374,251
Hale County,AL,01065,2015,81853.58333333333,32714,-87.6291673268924,32.762516673227374,252
Hale County,AL,01065,2016,NA,33351,-87.6291673268924,32.762516673227374,253
Hale County,AL,01065,2017,90414.66666666667,34679,-87.6291673268924,32.762516673227374,254
Hale County,AL,01065,2018,93486.58333333333,30571,-87.6291673268924,32.762516673227374,255
Hale County,AL,01065,2019,98267.83333333333,34046,-87.6291673268924,32.762516673227374,256
Henry County,AL,01067,2012,93457.91666666667,40680,-85.24141786159718,31.514615020758,257
Henry County,AL,01067,2013,92475.75,41650,-85.24141786159718,31.514615020758,258
Henry County,AL,01067,2014,93191.91666666667,42926,-85.24141786159718,31.514615020758,259
Henry County,AL,01067,2015,95443.75,41997,-85.24141786159718,31.514615020758,260
Henry County,AL,01067,2016,NA,41045,-85.24141786159718,31.514615020758,261
Henry County,AL,01067,2017,99983.91666666667,45569,-85.24141786159718,31.514615020758,262
Henry County,AL,01067,2018,104947.58333333333,48610,-85.24141786159718,31.514615020758,263
Henry County,AL,01067,2019,NA,50017,-85.24141786159718,31.514615020758,264
Houston County,AL,01069,2012,120394,41828,-85.30245288270072,31.153175217249924,265
Houston County,AL,01069,2013,117619.08333333333,40948,-85.30245288270072,31.153175217249924,266
Houston County,AL,01069,2014,117764.16666666667,41077,-85.30245288270072,31.153175217249924,267
Houston County,AL,01069,2015,119744.66666666667,41571,-85.30245288270072,31.153175217249924,268
Houston County,AL,01069,2016,NA,41945,-85.30245288270072,31.153175217249924,269
Houston County,AL,01069,2017,124393.91666666667,42803,-85.30245288270072,31.153175217249924,270
Houston County,AL,01069,2018,125447,45496,-85.30245288270072,31.153175217249924,271
Houston County,AL,01069,2019,126726.5,47580,-85.30245288270072,31.153175217249924,272
Jackson County,AL,01071,2012,86473.83333333333,37059,-85.99940322523744,34.779372778789345,273
Jackson County,AL,01071,2013,89953.91666666667,37634,-85.99940322523744,34.779372778789345,274
Jackson County,AL,01071,2014,NA,36874,-85.99940322523744,34.779372778789345,275
Jackson County,AL,01071,2015,95385.16666666667,37745,-85.99940322523744,34.779372778789345,276
Jackson County,AL,01071,2016,NA,38422,-85.99940322523744,34.779372778789345,277
Jackson County,AL,01071,2017,102369,39281,-85.99940322523744,34.779372778789345,278
Jackson County,AL,01071,2018,107934.08333333333,39816,-85.99940322523744,34.779372778789345,279
Jackson County,AL,01071,2019,111837.5,41769,-85.99940322523744,34.779372778789345,280
Jefferson County,AL,01073,2012,109670,45415,-86.89666923291496,33.55422913414538,281
Jefferson County,AL,01073,2013,112842.08333333333,45429,-86.89666923291496,33.55422913414538,282
Jefferson County,AL,01073,2014,115457,45239,-86.89666923291496,33.55422913414538,283
Jefferson County,AL,01073,2015,118966.33333333333,45610,-86.89666923291496,33.55422913414538,284
Jefferson County,AL,01073,2016,NA,47220,-86.89666923291496,33.55422913414538,285
Jefferson County,AL,01073,2017,127531.91666666667,49321,-86.89666923291496,33.55422913414538,286
Jefferson County,AL,01073,2018,133723.5,51979,-86.89666923291496,33.55422913414538,287
Jefferson County,AL,01073,2019,141521,53901,-86.89666923291496,33.55422913414538,288
Lamar County,AL,01075,2012,63374.083333333336,35271,-88.09692454443596,33.7789780819625,289
Lamar County,AL,01075,2013,61422.833333333336,36028,-88.09692454443596,33.7789780819625,290
Lamar County,AL,01075,2014,62754.166666666664,36021,-88.09692454443596,33.7789780819625,291
Lamar County,AL,01075,2015,63391.583333333336,35450,-88.09692454443596,33.7789780819625,292
Lamar County,AL,01075,2016,NA,34298,-88.09692454443596,33.7789780819625,293
Lamar County,AL,01075,2017,68238.58333333333,36016,-88.09692454443596,33.7789780819625,294
Lamar County,AL,01075,2018,71023.91666666667,36756,-88.09692454443596,33.7789780819625,295
Lamar County,AL,01075,2019,74336.33333333333,38364,-88.09692454443596,33.7789780819625,296
Lauderdale County,AL,01077,2012,107903.16666666667,40701,-87.65392441733212,34.90159108505059,297
Lauderdale County,AL,01077,2013,109142.33333333333,42844,-87.65392441733212,34.90159108505059,298
Lauderdale County,AL,01077,2014,NA,42703,-87.65392441733212,34.90159108505059,299
Lauderdale County,AL,01077,2015,110417.33333333333,43125,-87.65392441733212,34.90159108505059,300
Lauderdale County,AL,01077,2016,111028.91666666667,43657,-87.65392441733212,34.90159108505059,301
Lauderdale County,AL,01077,2017,NA,44888,-87.65392441733212,34.90159108505059,302
Lauderdale County,AL,01077,2018,120206.16666666667,46265,-87.65392441733212,34.90159108505059,303
Lauderdale County,AL,01077,2019,NA,48094,-87.65392441733212,34.90159108505059,304
Lawrence County,AL,01079,2012,72153,39526,-87.31106921312939,34.521488164911034,305
Lawrence County,AL,01079,2013,78544.41666666667,38551,-87.31106921312939,34.521488164911034,306
Lawrence County,AL,01079,2014,90293.16666666667,40356,-87.31106921312939,34.521488164911034,307
Lawrence County,AL,01079,2015,94862.83333333333,40003,-87.31106921312939,34.521488164911034,308
Lawrence County,AL,01079,2016,98883.66666666667,42339,-87.31106921312939,34.521488164911034,309
Lawrence County,AL,01079,2017,103768.5,43779,-87.31106921312939,34.521488164911034,310
Lawrence County,AL,01079,2018,109081.41666666667,44515,-87.31106921312939,34.521488164911034,311
Lawrence County,AL,01079,2019,114793.5,44886,-87.31106921312939,34.521488164911034,312
Lee County,AL,01081,2012,161074.66666666666,43189,-85.35552702693127,32.60117368530324,313
Lee County,AL,01081,2013,NA,43542,-85.35552702693127,32.60117368530324,314
Lee County,AL,01081,2014,NA,43641,-85.35552702693127,32.60117368530324,315
Lee County,AL,01081,2015,163191.91666666666,44570,-85.35552702693127,32.60117368530324,316
Lee County,AL,01081,2016,167594,45056,-85.35552702693127,32.60117368530324,317
Lee County,AL,01081,2017,NA,47564,-85.35552702693127,32.60117368530324,318
Lee County,AL,01081,2018,190678.41666666666,48056,-85.35552702693127,32.60117368530324,319
Lee County,AL,01081,2019,200467.66666666666,51463,-85.35552702693127,32.60117368530324,320
Limestone County,AL,01083,2012,NA,48197,-86.98129401003862,34.80997322612558,321
Limestone County,AL,01083,2013,NA,48619,-86.98129401003862,34.80997322612558,322
Limestone County,AL,01083,2014,NA,49461,-86.98129401003862,34.80997322612558,323
Limestone County,AL,01083,2015,NA,49570,-86.98129401003862,34.80997322612558,324
Limestone County,AL,01083,2016,NA,51115,-86.98129401003862,34.80997322612558,325
Limestone County,AL,01083,2017,NA,52831,-86.98129401003862,34.80997322612558,326
